Date,District,Ward,Types of houses,House ownership certificate,Number of floors,Number of bedrooms,Total rooms,Area (m2),Length (m),Width (m),Price (million)/ m2,Total price (million)
08/04/2020,11,Hoang Van Thu,1,Yes,5,3,7,36.0,11.61,3.1,76.39,2750.04
08/04/2020,11,Hoang Van Thu,2,Yes,5,9,15,77.0,11.85,6.5,2.08,160.16
08/04/2020,7,Kham Thien,1,Yes,3,2,6,58.0,8.92,6.5,5.52,320.16
08/04/2020,15,Khuong Trung,1,No,4,4,8,38.0,10.86,3.5,68.42,2599.96
08/04/2020,8,Kien Hung,4,Yes,3,5,12,200.0,25.0,8.0,47.25,9450.0
08/04/2020,7,Kim Lien,1,No,3,3,7,28.0,9.33,3.0,100.0,2800.0
08/04/2020,4,Kim Ma,1,Yes,3,2,6,30.0,10.0,3.0,60.0,1800.0
08/04/2020,4,Kim Ma,1,Yes,4,4,8,32.0,9.14,3.5,84.38,2700.16
08/04/2020,8,La Khe,1,Yes,5,3,7,34.0,9.71,3.5,63.24,2150.16
08/04/2020,8,La Khe,1,Yes,4,3,7,36.0,10.29,3.5,59.72,2149.92
08/04/2020,8,La Khe,1,Yes,3,2,6,37.0,11.21,3.3,53.51,1979.87
08/04/2020,8,La Khe,2,Yes,5,5,11,90.0,12.0,7.5,108.89,9800.1
08/04/2020,7,Lang Ha,1,Yes,5,3,7,35.0,10.14,3.45,114.29,4000.15
08/04/2020,7,Lang Ha,2,Yes,5,4,10,42.0,8.17,5.14,361.9,15199.8
08/04/2020,7,Lang Ha,1,Yes,5,4,8,54.0,10.8,5.0,200.0,10800.0
08/04/2020,7,Lang Thuong,1,Yes,5,4,8,44.0,8.8,5.0,163.64,7200.16
08/04/2020,4,Lieu Giai,1,Yes,5,6,11,47.0,9.4,5.0,101.06,4749.82
08/04/2020,12,Long Bien,1,Yes,5,5,10,40.0,11.94,3.35,68.75,2750.0
08/04/2020,6,Mai Dich,1,Yes,5,4,8,34.0,9.71,3.5,120.59,4100.06
08/04/2020,11,Mai Dong,1,Yes,5,4,8,31.0,8.86,3.5,88.71,2750.01
08/04/2020,11,Mai Dong,1,Yes,4,4,8,34.0,9.71,3.5,120.59,4100.06
08/04/2020,13,My Dinh 2,2,Yes,5,5,11,51.0,10.2,5.0,76.47,3899.97
08/04/2020,7,Nam Dong,1,Yes,5,4,8,31.0,8.66,3.58,112.9,3499.9
08/04/2020,7,Nga Tu So,1,Yes,5,4,8,41.0,8.2,5.0,207.32,8500.12
08/04/2020,7,Nga Tu So,2,Yes,4,4,9,60.0,8.82,6.8,310.0,18600.0
08/04/2020,6,Nghia Do,1,No,5,5,10,45.0,8.57,5.25,95.56,4300.2
08/04/2020,6,Nghia Tan,2,Yes,5,4,10,40.0,11.24,3.56,187.5,7500.0
08/04/2020,4,Ngoc Ha,1,No,5,5,10,33.0,8.85,3.73,136.36,4499.88
08/04/2020,12,Ngoc Thuy,1,No,5,4,8,37.0,10.57,3.5,78.38,2900.06
08/04/2020,15,Nhan Chinh,1,Yes,5,4,8,36.0,10.29,3.5,80.56,2900.16
08/04/2020,15,Nhan Chinh,1,No,4,3,7,46.0,9.2,5.0,81.52,3749.92
08/04/2020,7,O Cho Dua,1,Yes,4,2,6,30.0,10.0,3.0,86.67,2600.1
08/04/2020,7,O Cho Dua,1,Yes,4,4,8,30.0,10.0,3.0,50.0,1500.0
08/04/2020,7,O Cho Dua,2,Yes,6,6,13,60.0,9.23,6.5,483.33,28999.8
08/04/2020,5,Phu Dien,1,Yes,4,4,8,36.0,10.29,3.5,65.28,2350.08
08/04/2020,13,Phu Do,2,Yes,5,4,10,54.0,10.8,5.0,101.85,5499.9
08/04/2020,8,Phu La,2,Yes,5,4,10,40.0,11.43,3.5,50.0,2000.0
08/04/2020,8,Phu La,1,Yes,5,4,8,50.0,10.0,5.0,108.0,5400.0
08/04/2020,8,Phu La,3,Yes,5,6,13,83.0,11.07,7.5,104.43,8667.69
08/04/2020,5,Phuc Dien,1,Yes,4,5,10,42.0,8.4,5.0,67.86,2850.12
08/04/2020,13,Phuong Canh,1,Yes,5,3,7,32.0,9.14,3.5,51.56,1649.92
08/04/2020,13,Phuong Canh,1,Yes,2,2,6,34.0,9.71,3.5,45.82,1557.88
08/04/2020,15,Phuong Liet,1,Yes,5,5,10,48.0,9.6,5.0,114.58,5499.84
08/04/2020,6,Quan Hoa,1,Yes,5,4,8,45.0,9.0,5.0,102.22,4599.9
08/04/2020,7,Quoc Tu Giam,1,No,2,3,7,31.0,8.86,3.5,74.19,2299.89
08/04/2020,7,Quoc Tu Giam,2,Yes,5,8,14,75.0,11.54,6.5,393.33,29499.75
08/04/2020,9,Quynh Mai,1,Yes,5,4,8,40.0,11.14,3.59,162.25,6490.0
08/04/2020,3,Ta Thanh Oai,1,Yes,3,2,6,42.0,7.5,5.6,29.76,1249.92
08/04/2020,3,Tam Hiep,1,Yes,3,3,7,36.0,10.29,3.5,55.22,1987.92
08/04/2020,3,Tam Hiep,1,Yes,4,4,8,43.0,8.22,5.23,50.0,2150.0
08/04/2020,11,Tan Mai,1,Yes,4,3,7,48.0,6.93,6.93,68.75,3300.0
08/04/2020,11,Tan Mai,2,Yes,5,6,12,60.0,9.23,6.5,125.0,7500.0
08/04/2020,13,Tay Mo,1,Yes,4,3,7,32.0,8.89,3.6,60.94,1950.08
08/04/2020,12,Thach Ban,1,Yes,5,5,10,45.0,9.0,5.0,91.11,4099.95
08/04/2020,9,Thanh Luong,1,Yes,4,3,7,35.0,10.06,3.48,68.57,2399.95
08/04/2020,15,Thuong Dinh,1,Yes,5,4,8,62.0,9.54,6.5,125.81,7800.22
08/04/2020,7,Trung Tu,1,Yes,5,5,10,120.0,13.33,9.0,125.0,15000.0
08/04/2020,13,Trung Van,1,Yes,1,1,5,45.0,7.76,5.8,71.11,3199.95
08/04/2020,11,Tuong Mai,1,Yes,5,4,8,45.0,9.0,5.0,64.44,2899.8
08/04/2020,11,Tuong Mai,1,Yes,4,4,8,48.0,9.6,5.0,62.5,3000.0
08/04/2020,11,Tuong Mai,2,Yes,5,3,9,55.0,11.0,5.0,51.82,2850.1
08/04/2020,11,Tuong Mai,1,No,3,2,6,65.0,10.0,6.5,52.31,3400.15
08/04/2020,8,Van Phuc,1,Yes,5,4,8,30.0,10.0,3.0,82.67,2480.1
08/04/2020,8,Van Phuc,1,No,5,3,7,35.0,10.0,3.5,71.43,2500.05
08/04/2020,8,Van Quan,2,Yes,2,2,5,45.0,9.0,5.0,122.22,5499.9
08/04/2020,8,Van Quan,1,No,4,4,8,60.0,9.23,6.5,83.33,4999.8
08/04/2020,8,Van Quan,1,Yes,5,6,11,65.0,10.0,6.5,75.38,4899.7
08/04/2020,8,Van Quan,2,Yes,4,4,9,68.0,10.71,6.35,76.47,5199.96
08/04/2020,11,Vinh Hung,1,Yes,2,2,6,30.0,8.33,3.6,28.33,849.9
08/04/2020,4,Vinh Phuc,1,Yes,4,2,6,35.0,9.54,3.67,80.86,2830.1
08/04/2020,5,Xuan Dinh,1,Yes,2,3,7,81.0,11.25,7.2,39.51,3200.31
08/05/2020,12,Bo De,1,No,5,4,8,52.0,10.4,5.0,93.27,4850.04
08/05/2020,5,Co Nhue 1,1,Yes,2,2,6,57.0,8.77,6.5,83.33,4749.81
08/05/2020,6,Dich Vong,1,Yes,4,4,8,42.0,7.45,5.64,88.1,3700.2
08/05/2020,11,Dinh Cong,1,Yes,5,4,8,30.0,10.0,3.0,83.33,2499.9
08/05/2020,9,Dong Mac,2,Yes,6,5,12,32.0,9.14,3.5,184.38,5900.16
08/05/2020,8,Van Quan,1,Yes,4,3,7,41.0,7.88,5.2,64.63,2649.83
08/05/2020,6,Yen Hoa,1,Yes,4,3,7,43.0,8.6,5.0,86.05,3700.15
